Original Orbis Name,Original Kununu Name,Similarity Score,Orbis Name (after preprocessing),Kununu Name (after preprocessing),Orbis ID,Kununu ID,NACE Code,Employees,City,Kununu Name Translated
jungen gmbh,junge die bckerei,90.90909,jungen,junge,98634223,52ee958f-466f-4c98-b129-c9c28b2a7fc2,H - Transportation and storage,89.0,ERKELENZ,young the bakery
junges theater bonn ev,junge die bckerei,90.90909,junges,junge,136037469,52ee958f-466f-4c98-b129-c9c28b2a7fc2,"R - Arts, entertainment and recreation",32.0,BONN,young the bakery
lavika products gmbh,laika communications,90.90909,lavika,laika,104884847,530e1093-0bad-4101-b208-26ae5690f1bb,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,40.0,WEINHEIM,laika communications
cosme care gmbh,cosmea pflege holding gmbh,90.90909,cosme,cosmea,313237631,5349febe-b567-4da9-a130-c7420eea23d8,C - Manufacturing,91.0,NEU-ISENBURG,cosmea care holding gmbh
pc&s technologies gmbh,c&s computer und software gmbh,90.90909,pcunds,cunds,470676837,53d06f5c-3629-4ee3-8d6c-3ccab5b8cce4,C - Manufacturing,36.0,KAUFBEUREN,c&amp;s computer and software gmbh
topcon electronics gmbh & cokg,tocon engineering gmbh,90.90909,topcon,tocon,2600407,54740c5f-7079-4bcb-84f2-4a50b2fbd32e,C - Manufacturing,180.0,GEISENHEIM,tocon engineering gmbh
kunbus gmbh,kubus ev,90.90909,kunbus,kubus,59628093,547d8a59-0a6c-4346-a263-a8ee3aab232d,C - Manufacturing,118.0,DENKENDORF,cube ev
actec gmbh,acatec software gmbh,90.90909,actec,acatec,9627046,54d6029a-1f11-4929-b4f9-45b3d385c415,N - Administrative and support service activities,111.0,BREMEN,acatec software gmbh
bruecke schleswigholstein ggmbh,bruce b corporate communication gmbh,90.90909,brucke,bruce,2357268,54f3aba4-f077-45c2-83c1-d4849d459852,Q - Human health and social work activities,777.0,KIEL,bruce b corporate communication gmbh
bet buero fuer energiewirtschaft und technische planung gmbh,bet bro fr energiewirtschaft und technische planung gmbh,90.90909,bet buro fur energiewirtschaft,bet bro energiewirtschaft,2518511,557a72b9-9e2b-4ef7-8678-d3aa0c527e7a,"M - Professional, scientific and technical activities",99.0,AACHEN,bet bro for energy management and technical planning gmbh
logwin solutions deutschland gmbh,login consultants germany gmbh,90.90909,logwin,login,76325881,55bde4b9-eaa8-4c29-a066-70211146d06b,H - Transportation and storage,850.0,GROSSOSTHEIM,login consultants germany gmbh
inter pro sicherheitsdienste gmbh,elektro winter gmbh,90.90909,inter,winter,300661941,55dca910-6bd7-444f-95f7-170c36590431,N - Administrative and support service activities,60.0,BERGISCH GLADBACH,electro winter gmbh
johannes und jacob klein gmbh,dr jacobs medical gmbh,90.90909,jacob,jacobs,2686538,562d0e79-137f-490e-adc2-a55a7cb0cef6,"M - Professional, scientific and technical activities",502.0,FRANKENTHAL,dr jacobs medical gmbh
gemac chemnitz gmbh,gemaco gmbh,90.90909,gemac,gemaco,346327240,56451204-f5d9-4851-860d-c9c08e1b0fdd,C - Manufacturing,69.0,CHEMNITZ,gemaco gmbh
hagner management gmbh & co kg,haeger consulting,90.90909,hagner,hager,133209076,56a16fc7-7877-4f1c-a186-ac78a259b832,L - Real estate activities,158.0,DORNSTETTEN,haeger consulting
stadtwerke haiger,haeger consulting,90.90909,haiger,hager,7591830,56a16fc7-7877-4f1c-a186-ac78a259b832,"D - Electricity, gas, steam and air conditioning supply",37.0,HAIGER,haeger consulting
haager gmbh & cokg,haeger consulting,90.90909,haager,hager,2698266,56a16fc7-7877-4f1c-a186-ac78a259b832,C - Manufacturing,47.0,PFORZHEIM,haeger consulting
star diner gmbh,world of dinner gmbh & co kg,90.90909,diner,dinner,12075848,56bb8308-382b-4e00-ba5f-adb95b631a26,I - Accommodation and food service activities,49.0,AUGSBURG,world of dinner gmbh &amp; co kg
blanc und fischer it services gmbh,blanco gmbh & co kg,90.90909,blanc,blanco,158741337,571fe6a9-b3ed-4be5-97c8-ddc2ef78d55f,S - Other service activities,99.0,OBERDERDINGEN,blanco gmbh &amp; co kg
frick gmbh,fricke gruppe,90.90909,frick,fricke,37525259,574a9431-be3c-42b4-a98c-fb16ce3b837f,C - Manufacturing,115.0,SINSHEIM,fricke group
netgo group gmbh,netigo gmbh,90.90909,netgo,netigo,416133965,591e0410-59cd-40be-806c-130ac5b18458,N - Administrative and support service activities,1036.0,BORKEN,netigo gmbh
klenke maschinenfabrik gmbh,klenk holz ag,90.90909,klenke,klenk,2314153,59577189-9fb4-4f61-a3ad-37c089e2ca3a,C - Manufacturing,105.0,NORTHEIM,klenk wood ag
roland eller consulting gmbh,heller & partner communication gmbh,90.90909,eller,heller,2754577,596c65f6-a457-4f25-9de6-f4fd3438136d,N - Administrative and support service activities,50.0,MEITINGEN,heller &amp; partner communication gmbh
adesta consulting gmbh,adesa deutschland gmbh,90.90909,adesta,adesa,71371949,5b0698f5-c560-4c31-8076-eb1aedc58626,S - Other service activities,105.0,DARMSTADT,adesa germany gmbh
guettdern fachbetrieb fuer sicherheit gmbh,guettdern fachbetrieb fr sicherheit gmbh,90.90909,guttdern fachbetrieb fur,guttdern fachbetrieb,2557555,5b1723c6-10f5-498b-ab76-c8ea8dddeeb1,S - Other service activities,78.0,KOELN,guettdern specialist company for security gmbh
suedfactoring gmbh,sfactoring gmbh,90.90909,sudfactoring,sfactoring,2725362,5b1921b9-d996-4495-9f07-ed0ac1d27da5,K - Financial and insurance activities,114.0,STUTTGART,sfactoring gmbh
klaiber gmbh steuerberatungsgesellschaft,kpper & kollegen steuerberatungsgesellschaft mbh,90.90909,klaiber steurberatungsgesellschaft,kpper steurberatungsgesellschaft,2710475,5b44d3a9-5eb6-4f02-a3e4-ed7e5b7aef7a,"M - Professional, scientific and technical activities",38.0,ALBSTADT,kpper &amp; colleagues tax consultancy company mbh
wipfler & partners gmbh steuerberatungsgesellschaft,kpper & kollegen steuerberatungsgesellschaft mbh,90.90909,wipfler steurberatungsgesellschaft,kpper steurberatungsgesellschaft,192845868,5b44d3a9-5eb6-4f02-a3e4-ed7e5b7aef7a,"M - Professional, scientific and technical activities",64.0,WIESLOCH,kpper &amp; colleagues tax consultancy company mbh
klinger & kollegen steuerberatungsgesellschaft mbh,kpper & kollegen steuerberatungsgesellschaft mbh,90.90909,klinger steurberatungsgesellschaft,kpper steurberatungsgesellschaft,2665618,5b44d3a9-5eb6-4f02-a3e4-ed7e5b7aef7a,"M - Professional, scientific and technical activities",35.0,SANDHAUSEN,kpper &amp; colleagues tax consultancy company mbh
pfister roth vogt braun steuerberatungsgesellschaft mbh,kpper & kollegen steuerberatungsgesellschaft mbh,90.90909,pfister steurberatungsgesellschaft,kpper steurberatungsgesellschaft,2708318,5b44d3a9-5eb6-4f02-a3e4-ed7e5b7aef7a,"M - Professional, scientific and technical activities",38.0,BALINGEN,kpper &amp; colleagues tax consultancy company mbh
kettec gmbh,die kette ev,90.90909,kettec,kette,251724241,5baf275e-5bde-4dbc-8f05-568d3d610f2f,C - Manufacturing,36.0,MOENCHENGLADBACH,the chain ev
bodan grosshandel fuer naturkost gmbh,bodan grohandel fr naturkost gmbh,90.90909,bodan groshandel fur naturkost,bodan grohandel naturkost,2684669,5c6a2dd3-a30e-485a-bf41-8dc92d6f8b1f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,219.0,UEBERLINGEN,bodan wholesale for natural foods gmbh
moldan gmbh,molda ag,90.90909,moldan,molda,2796204,5d50b15a-023a-41cb-b843-82b8550acbfa,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,33.0,ERLANGEN,molda ag
gebr menzel maschinenfabrik gmbh & co,menzl gmbh,90.90909,menzel,menzl,2451661,5d54283c-cb87-4be6-986d-4027072e1d18,C - Manufacturing,44.0,SCHLOSS HOLTE-STUKENBROCK,med.
visita soziale dienstleistungen gmbh,it vista personalberatung gmbh,90.90909,visita,vista,394081801,5d9eda8b-e24b-49b0-9705-0f6842a50677,Q - Human health and social work activities,72.0,OSNABRUECK,it vista personnel consulting gmbh
ogata ev,logata digital solutions gmbh,90.90909,ogata,logata,192783902,5db4ee53-e733-4850-8877-0b73edf97d44,S - Other service activities,350.0,WUPPERTAL,logata digital solutions gmbh
ludwig endres ek,endre ingenieurgesellschaft mbh,90.90909,endres,endre,2848908,5db83a89-2c96-43b3-9140-64a568112ef8,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,130.0,DINGOLFING,endre engineering company mbh
am computersysteme gmbh,vg systems gmbh computersysteme,90.90909,computersysteme,vg computersysteme,2728476,5e71b68a-5777-4871-ab34-a8eeee0f10c9,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,41.0,NUERTINGEN,vg systems gmbh computer systems
vetec anlagenbau gmbh,vertec gmbh,90.90909,vetec,vertec,2305181,5e8f58e9-cb84-43e0-9f6c-5c5242e9aec3,C - Manufacturing,80.0,VERDEN,vertec gmbh
best place immobilien gmbh & co kg,hotel palace berlin,90.90909,place,palace,189584718,5fa3fc0f-58b6-42b5-b9e3-ec05ac04405a,L - Real estate activities,45.0,BERLIN,hotel palace berlin
redux recycling gmbh,rednux gmbh,90.90909,redux,rednux,2642892,5fd3f23e-22d9-4b53-ae41-7cda8f26bbf3,"E - Water supply; sewerage, waste management and remediation activities",87.0,OFFENBACH,rednux gmbh
media central gesellschaft fuer handelskommunikation und marketing mbh,media central gesellschaft fr handelskommunikation und marketing mbh,90.90909,fur handelskommunikation,handelskommunikation,2575841,5fddc2c8-6cf1-4494-92b2-a4617313faac,"M - Professional, scientific and technical activities",299.0,MOENCHENGLADBACH,media central company for trade communication and marketing mbh
greven gmbh,green city ag,90.90909,greven,green,2521263,6054cdb3-0bfa-4dd2-9cee-15fc95073a9a,"M - Professional, scientific and technical activities",436.0,BAD MUENSTEREIFEL,greencity ag
kufer software gmbh,kuffer marketing,90.90909,kufer,kuffer,2822552,610ef14f-4de8-4b8b-bde2-5ff2635cf13c,J - Information and communication,71.0,MUEHLDORF,kuffer marketing
limax gmbh & cokg,climax gmbh,90.90909,limax,climax,32078801,61529edc-f968-4406-a544-421755f3f105,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,32.0,BIBERTAL,climax gmbh
dr steudter & partner steuerberatungsgesellschaft mbb,rter und partner steuerberatungsgesellschaft,90.90909,steudter steurberatungsgesellschaft,rter steurberatungsgesellschaft,243488163,61f7c5cd-9e10-4b86-9099-c4b5d9168524,"M - Professional, scientific and technical activities",35.0,RANSBACH-BAUMBACH,rter and partner tax consultancy
kaehlig antriebstechnik gmbh,khlig antriebstechnik gmbh,90.90909,kahlig,khlig,9880939,62b28154-c7d2-4dd3-a2a3-4fe93e881852,C - Manufacturing,165.0,HANNOVER,khlig drive technology gmbh
paxian betriebsgmbh & co kg,paian it solutions gmbh,90.90909,paxian,paian,2674145,62ce303e-e5e1-4314-a025-634bf68375de,I - Accommodation and food service activities,58.0,MICHELFELD,paian it solutions gmbh
broch adler umformtechnik gmbh & co kg,broich premium catering gmbh,90.90909,broch,broich,2587161,6302be19-a8ea-42d4-8ef9-d628a88e77b2,C - Manufacturing,70.0,SOLINGEN,broich premium catering gmbh
tetra holdings gmbh,tetras gmbh,90.90909,tetra,tetras,2261200,63360d35-d9cf-4e47-a85c-bd743c927b98,"M - Professional, scientific and technical activities",34.0,HOCHHEIM,tetras gmbh
entis service management gmbh,zentis,90.90909,entis,zentis,349417360,64268eeb-3c0b-4b4d-8b5d-70329ed3fb18,K - Financial and insurance activities,55.0,MANNHEIM,centis
micro systems engineering gmbh,micros retail deutschland gmbh,90.90909,micro,micros,2762533,6454f832-d588-4a9a-adef-3554ea7d33aa,C - Manufacturing,293.0,BERG,micros retail germany gmbh
proton energie gmbh,roton it service gmbh,90.90909,proton,roton,12074560,6486bc39-0780-4224-b4fc-a36c560e7f1e,N - Administrative and support service activities,286.0,ZWEIBRUECKEN,roton it service gmbh
addcon gmbh,addon ag,90.90909,addcon,addon,50987418,64efbe02-7a30-49aa-be96-45086505eccc,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,32.0,BITTERFELD-WOLFEN,addon ag
tober & co gmbh steuerberatungsgesellschaft,pioneer steuerberatungsgesellschaft mbh,90.90909,tober steurberatungsgesellschaft,pioneer steurberatungsgesellschaft,2277835,65276140-1c4d-4fc2-9a8e-6e60acf0fd10,"M - Professional, scientific and technical activities",38.0,BERLIN,pioneer tax consultancy company mbh
kinder und jugendhilfe an der hoste gmbh,holste gmbh & co kg,90.90909,hoste,holste,264210251,65f5a3be-2529-4480-867d-ba9fc9601ba9,Q - Human health and social work activities,37.0,EICKLINGEN,holste gmbh &amp; co kg
holst & meyer gmbh & co kg,holste gmbh & co kg,90.90909,holst,holste,161276871,65f5a3be-2529-4480-867d-ba9fc9601ba9,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,136.0,PINNEBERG,holste gmbh &amp; co kg
fliesen jeckel gmbh,jckel innovation consulting gmbh,90.90909,jeckel,jckel,104889342,66297482-d91f-4271-a337-d756cb0d35c2,F - Construction,45.0,KISSING,jckel innovation consulting gmbh
krauss verwaltungsgesellschaft mbh,krause gmbh & co kg,90.90909,kraus,krause,257216085,662bfaf3-a203-4c09-b043-c96763ae81c1,K - Financial and insurance activities,271.0,WERRA-SUHL-TAL,krause gmbh &amp; co kg
friedrich kruse logistik gmbh & co kg,krause gmbh & co kg,90.90909,kruse,krause,306537028,662bfaf3-a203-4c09-b043-c96763ae81c1,H - Transportation and storage,46.0,SCHWERIN,krause gmbh &amp; co kg
august meyer entsorgung und technische dienstleistungen gmbh &cokg,e&co ag,90.90909,undco,eundco,2372553,665ac8df-89bc-47c2-aeb1-37b507f51f5e,"E - Water supply; sewerage, waste management and remediation activities",67.0,OSNABRUECK,e&amp;co ag
blanks gmbh & co kg,max blank gmbh,90.90909,blanks,blank,130929741,6707fb6e-443a-4787-8cca-256f70cf31d6,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,93.0,UPLENGEN,max blank gmbh
blanke armaturen gmbh & co kg,max blank gmbh,90.90909,blanke,blank,2521628,6707fb6e-443a-4787-8cca-256f70cf31d6,C - Manufacturing,100.0,BONN,max blank gmbh
blanko dienstleistungsgmbh,max blank gmbh,90.90909,blanko,blank,97750405,6707fb6e-443a-4787-8cca-256f70cf31d6,N - Administrative and support service activities,32.0,FRANKFURT,max blank gmbh
deutsches studentenwerk dsw,studentenwerk sh,90.90909,studentenwerk dsw,studentenwerk sh,143666780,67210d98-2c49-4624-979c-17da693748d6,S - Other service activities,48.0,BERLIN,student union sh
medis management gmbh,medius kliniken ggmbh,90.90909,medis,medius,199002018,67402e26-a13d-4892-8a71-6347247bd3ed,Q - Human health and social work activities,55.0,ELSTERWERDA,medius clinics ggmbh
franz walser holzbau gmbh,hamburg wasser,90.90909,walser,waser,2827364,67ce6175-693b-474c-92ff-a82d312dd899,F - Construction,34.0,BAD SCHUSSENRIED,hamburg water
kuehne nagel ag & co kg,edeka kuhnle,90.90909,kuhne,kuhnle,2304375,67f90a0a-117f-4504-b7ef-9c238275b6c3,H - Transportation and storage,10542.0,BREMEN,edeka kuhnle
kuehnl schmidt architekten ag,edeka kuhnle,90.90909,kuhnl,kuhnle,133208794,67f90a0a-117f-4504-b7ef-9c238275b6c3,"M - Professional, scientific and technical activities",53.0,KARLSRUHE,edeka kuhnle
jockey gmbh,jokey group,90.90909,jockey,jokey,7704240,68668da1-9f07-41a9-bf7f-2d822a87b35e,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,37.0,BALINGEN,jokeygroup
heyco holding gmbh,heycom,90.90909,heyco,heycom,2586082,690c1af0-69d2-49b2-942b-84af6d353450,C - Manufacturing,1083.0,REMSCHEID,heycom
hycom gmbh & co kg,heycom,90.90909,hycom,heycom,409318644,690c1af0-69d2-49b2-942b-84af6d353450,"M - Professional, scientific and technical activities",46.0,MELSUNGEN,heycom
kreissparkasse tubingen,kreissparkasse tuttlingen,90.90909,kreisparkase tubingen,kreisparkase tuttlingen,754625,691061ed-6bf5-4b3f-af85-1644b45c1ef9,K - Financial and insurance activities,752.0,TUBINGEN,district savings bank tuttlingen
druckguss westfalen gmbh & co kommanditgesellschaft,druckgu westfalen gmbh & co kg,90.90909,drucus,drucu,2503265,6989aa21-fc9e-477d-947e-4d349648508c,C - Manufacturing,300.0,GESEKE,druckgu westfalen gmbh &amp; co kg
bohlen & sohn gmbh & co kg,bohle gruppe,90.90909,bohlen,bohle,2379491,69924439-c9cd-440b-8f41-b025f569aaaa,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,62.0,OLDENBURG,bohle group
rueter gmbh,reuter management training,90.90909,ruter,reuter,2455913,6ac4f586-a173-49d7-be7b-ca20acf52c3d,C - Manufacturing,55.0,REKEN,reuter management training
spoerer ag,sprer ag,90.90909,sporer,sprer,2765843,6b0a555e-8f45-48ae-a27c-9f10064deaa6,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,249.0,INGOLSTADT,sprer ag
klemm ingenieure gmbh & co kg,klemme ag,90.90909,klemm,klemme,79351024,6b50164d-dee3-4d72-9a0b-758a672619ba,"M - Professional, scientific and technical activities",32.0,DRESDEN,clamp ag
baecker goertz gmbh,bcker grtz gmbh,90.90909,backer gortz,bcker grtz,2687178,6bf0e0fa-8d0c-485e-8602-74a136c6aaee,C - Manufacturing,1935.0,LUDWIGSHAFEN,bcker grtz gmbh
audion maschinenbau gmbh,audio service gmbh,90.90909,audion,audio,41186865,6c0a0810-b4f4-46e1-970b-c813889da258,C - Manufacturing,39.0,KLEVE,audioservice gmbh
kwp informationssysteme gmbh,bwg informationssysteme gmbh,90.90909,kwp informationsysteme,bwg informationsysteme,2850664,6c27a1d4-dbe3-4d8f-90f3-662c6677169b,J - Information and communication,59.0,ERGOLDING,bwg information systems gmbh
hws informationssysteme gmbh,bwg informationssysteme gmbh,90.90909,hws informationsysteme,bwg informationsysteme,6550407,6c27a1d4-dbe3-4d8f-90f3-662c6677169b,J - Information and communication,85.0,NEUSTADT,bwg information systems gmbh
stoerk umwelttechnik gmbh,storck,90.90909,stork,storck,9295926,6c490ab8-0ede-4e43-a2da-de1d9f503566,C - Manufacturing,58.0,EMMINGEN-LIPTINGEN,storck
stock maschinenbau gmbh,storck,90.90909,stock,storck,2618716,6c490ab8-0ede-4e43-a2da-de1d9f503566,C - Manufacturing,60.0,GREBENAU,storck
disch gmbh & co kg bauunternehmen,ditsch,90.90909,disch,ditsch,16919077,6d3f3b86-cbaa-495c-969f-16d7e70a2741,F - Construction,40.0,BIEDERBACH,ditsch
automation greifsysteme schwope gmbh,ags automation greifsysteme schwope gmbh,90.90909,greifsysteme schwope,ags greifsysteme schwope,71366346,6d669850-90b1-4259-b637-2b4611a7fca9,C - Manufacturing,36.0,BERGISCH GLADBACH,ags automation gripping systems schwope gmbh
leiber group gmbh & co kg,leber ingenieure,90.90909,leiber,leber,58265942,6df1ddaa-b3be-4c6f-a175-1033e5a46e5d,H - Transportation and storage,756.0,EMMINGEN-LIPTINGEN,liver engineers
leberl gmbh,leber ingenieure,90.90909,leberl,leber,18522347,6df1ddaa-b3be-4c6f-a175-1033e5a46e5d,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,81.0,THANNHAUSEN,liver engineers
pacon real estate gmbh,phacon gmbh,90.90909,pacon,phacon,115091638,6e572b77-fe17-4a5c-901f-0b2be29d68ef,S - Other service activities,99.0,HEIDELBERG,phacon gmbh
prima power gmbh,prisma plus gmbh,90.90909,prima,prisma,18511114,6ead1807-9808-4a93-9c04-c2979decd17c,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,48.0,NEUFAHRN,prisma plus gmbh
spiel & freizeit nagel gmbh & co kg,spiele max ag,90.90909,spiel,spiele,192376589,6ec4fd0e-332c-4368-ba1d-a10b5d735a06,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,47.0,GEORGSMARIENHUETTE,games max ag
doehler group se,dhler gruppe,90.90909,dohler,dhler,2605189,6fd9eb14-34e4-449d-b81b-d811d682e0c7,"M - Professional, scientific and technical activities",7935.0,DARMSTADT,dhler group
premium audio company germany gmbh,in audito media gmbh,90.90909,audio,audito,2562984,6fda04c6-973d-40ca-af21-9689b85756bb,C - Manufacturing,47.0,PULHEIM,in audito media gmbh
evola gmbh internationale spedition,envola gmbh,90.90909,evola,envola,2658531,6fed1595-a1a6-48dc-b041-1279ffd06ce6,H - Transportation and storage,33.0,WEIL AM RHEIN,envola gmbh
franz kessler verwaltungsgesellschaft mbh,keler real estate solutions gmbh,90.90909,kesler,keler,2830525,7059c1db-6b25-47ac-9c4f-0857b28065d2,"M - Professional, scientific and technical activities",598.0,BAD BUCHAU,keler real estate solutions gmbh
martin kelter verlag gmbh & co kg,keler real estate solutions gmbh,90.90909,kelter,keler,2314775,7059c1db-6b25-47ac-9c4f-0857b28065d2,J - Information and communication,63.0,HAMBURG,keler real estate solutions gmbh
kieler wohnungsbaugesellschaft mit beschraenkter haftung,keler real estate solutions gmbh,90.90909,kieler,keler,2356762,7059c1db-6b25-47ac-9c4f-0857b28065d2,L - Real estate activities,58.0,KIEL,keler real estate solutions gmbh
basics gmbh,basic support plus gmbh & co kg,90.90909,basics,basic,2590620,7139bf8c-3690-4b76-a817-f677ff51aad9,C - Manufacturing,40.0,LEVERKUSEN,basic support plus gmbh &amp; co kg
mueller holding gmbh & co kg,gustav muler gmbh & co kg,90.90909,muller,muler,41248205,716fe07a-8c2a-470b-9f5f-1fe96be271a4,"M - Professional, scientific and technical activities",33392.0,ULM,gustav muler gmbh &amp; co kg
gustav maeuler gmbh & co kg,gustav muler gmbh & co kg,90.90909,mauler,muler,2584319,716fe07a-8c2a-470b-9f5f-1fe96be271a4,H - Transportation and storage,180.0,REMSCHEID,gustav muler gmbh &amp; co kg
georg greiff metzgerei gmbh,reiff medien,90.90909,greiff,reiff,2769468,717307d0-25c3-4902-88d9-642c931b10f4,C - Manufacturing,56.0,MEMMINGEN,reiff media
miele beteiligungsgmbh,mielke und sohn,90.90909,miele,mielke,60861702,71830654-4878-4836-bc8f-2cfebb4cad17,"M - Professional, scientific and technical activities",4484.0,GUETERSLOH,mielke and son
semele gmbh,seele gruppe,90.90909,semele,seele,41244211,71a22723-c05c-4e20-993c-9c5d0c355f90,"M - Professional, scientific and technical activities",36.0,WEIHERHAMMER,soul group
helios dr bulle gmbh & co kg,bullet global gmbh,90.90909,bulle,bullet,2835552,728854a8-3fa3-46ad-8ad1-e115e917aa68,C - Manufacturing,38.0,WERTHEIM,bullet global gmbh
fertigungstechnik wettringen gmbh,vr bank westthringen eg,90.90909,wettringen,westthringen,81966252,728d6cd4-e703-48b0-9762-c7e693bb3e7c,C - Manufacturing,36.0,WETTRINGEN,vr bank westthringen eg
codexs gmbh,codex partners gmbh,90.90909,codexs,codex,2467883,731e1f3c-5c7b-447c-b2ae-8e647ec47d01,F - Construction,36.0,DORTMUND,codex partners gmbh
autohaus lampe gmbh,peter w lampke,90.90909,lampe,lampke,2380897,73439e52-24d0-42fb-af01-fd6ca9c3310f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,32.0,BERNE,peter w lampke
huegler gmbh,hgler gmbh,90.90909,hugler,hgler,2806113,73692943-d274-4b2f-8eaf-47983ba723d2,C - Manufacturing,172.0,AULENDORF,hgler gmbh
wilhelm stolle gmbh,h stoll ag & co kg,90.90909,stolle,stoll,2525031,73dbb7f2-605c-4af6-b4e5-857b58477183,C - Manufacturing,103.0,BONN,h stoll ag &amp; co kg
auren gmbh steuerberatungsgesellschaft,fischer & reimann steuerberatungsgesellschaft mbh,90.90909,auren steurberatungsgesellschaft,reimann steurberatungsgesellschaft,47613364,74ddc99a-3051-48ae-8d35-1c7315568771,"M - Professional, scientific and technical activities",42.0,FRANKFURT,fischer &amp; reimann tax consultancy company mbh
loettco gmbh & cokg,land brandenburg lotto gesellschaft mit beschrnkter haftung,90.90909,lottco,lotto,8906005,751d9fab-24f0-4166-9a61-d95d2bc549a0,C - Manufacturing,63.0,NEUENRADE,Land Brandenburg Lotto Limited Liability Company
actori gmbh,actor ag,90.90909,actori,actor,192528220,75f8c1d8-e9f6-46a4-89f5-f360701e9f0f,"M - Professional, scientific and technical activities",34.0,MUENCHEN,actor ag
schuma maschinenbau gmbh,j e schum gmbh & co kg,90.90909,schuma,schum,2828531,7612ed00-7be2-445c-9a24-fa32a7d952bd,C - Manufacturing,44.0,LAICHINGEN,e-s-gmbh &amp; co kg
schumm pflege ggmbh,j e schum gmbh & co kg,90.90909,schumm,schum,470695074,7612ed00-7be2-445c-9a24-fa32a7d952bd,Q - Human health and social work activities,76.0,MURRHARDT,e-s-gmbh &amp; co kg
atair logistics gmbh,satair,90.90909,atair,satair,145470421,762e22ff-5fcc-4935-bf84-c1b46f70ea2e,H - Transportation and storage,39.0,WETTRINGEN,satair
delfin pflegedienst gmbh,elfin gmbh,90.90909,delfin,elfin,108855734,765a79c8-4962-470d-9540-3c3a0e4597a7,Q - Human health and social work activities,40.0,SAARBRUECKEN,elfin gmbh
verein auf der tenne ev,tennet deutschland,90.90909,tenne,tennet,192616964,768d8206-ff5d-4d9d-b8f3-b8583556affa,Q - Human health and social work activities,250.0,DUMMERSTORF,tennet germany
artec gmbh,airtec gmbh & co kg,90.90909,artec,airtec,47618739,7751fed0-78e0-4bfb-b22f-008ec030df8f,C - Manufacturing,34.0,MUENCHEN,airtec gmbh &amp; co kg
thiele ag,thiel und partner,90.90909,thiele,thiel,39187951,775280f1-860b-4ccb-b830-8dc3ff999a3f,"M - Professional, scientific and technical activities",403.0,LOSSATAL,thiel and partners
getec energie holding gmbh,geteco gmbh,90.90909,getec,geteco,100843710,775901c7-5740-403a-bc40-124dabf8f901,"M - Professional, scientific and technical activities",557.0,HANNOVER,geteco gmbh
otto fuchs duelken gmbh & co kg,dlken ingenieurgesellschaft mbh,90.90909,dulken,dlken,74258438,776c3c98-96d4-4ace-bb69-dc49dc674df3,C - Manufacturing,494.0,VIERSEN,dlken engineering company mbh
daelken gmbh,dlken ingenieurgesellschaft mbh,90.90909,dalken,dlken,41154415,776c3c98-96d4-4ace-bb69-dc49dc674df3,"M - Professional, scientific and technical activities",115.0,GEORGSMARIENHUETTE,dlken engineering company mbh
disana gmbh & co kg,diana klinik,90.90909,disana,diana,12074576,781ef2f3-3b6c-4231-9b49-690dc23c5b2b,C - Manufacturing,79.0,LICHTENSTEIN,diana clinic
d&c montage bau gmbh,sd&c solutions development & consulting gmbh,90.90909,dundc,sdundc,394098175,7845489f-1143-4d7f-a6ff-5045eacb64c2,F - Construction,57.0,MUENCHEN,sd&amp;c solutions development &amp; consulting gmbh
kraemer gesellschaft mit beschraenkter haftung,krmer it solutions gmbh,90.90909,kramer,krmer,2556243,78a46d0d-44c4-49a6-aad5-8ea5e077c44f,G - Wholesale and retail trade; repair of motor vehicles and motorcycles,401.0,KOELN,krmer it solutions gmbh
kroemer a i s gmbh,krmer it solutions gmbh,90.90909,kromer,krmer,76287865,78a46d0d-44c4-49a6-aad5-8ea5e077c44f,C - Manufacturing,90.0,GENTHIN,krmer it solutions gmbh
kremer gmbh,krmer it solutions gmbh,90.90909,kremer,krmer,262309555,78a46d0d-44c4-49a6-aad5-8ea5e077c44f,"E - Water supply; sewerage, waste management and remediation activities",38.0,KOETHEN,krmer it solutions gmbh
eikon media gesellschaft mit beschraenkter haftung,eikona logistics,90.90909,eikon,eikona,8893122,78afce3f-81aa-4fc5-99b1-b5fe5f63331a,J - Information and communication,31.0,BERLIN,eikona logistics
dekura gmbh,dekra arbeit gmbh,90.90909,dekura,dekra,300661551,78c76988-c6fb-4f52-8ca8-a4c657423f30,"E - Water supply; sewerage, waste management and remediation activities",121.0,HOEXTER,dekra work gmbh
